transaction_id,customer_id,date,product_name,category,price_chf
T00035,C1219,2024-01-28,Tapis de souris XL,Bureau,68.54
T00035,C1219,2024-01-28,Câble USB-C,Téléphonie,1100.0
T00036,C9983,2024-08-11,Coque protection,Téléphonie,369.9
T00036,C9983,2024-08-11,"Laptop Pro 15""",Informatique,484.27
T00036,C9983,2024-08-11,Support laptop,Bureau,109.98
T00037,C9702,2024-11-12,Souris sans fil,Informatique,841.78
T00037,C9702,2024-11-12,Câble USB-C,Téléphonie,547.95
T00038,C2520,2024-03-22,"Laptop Pro 15""",Informatique,1238.97
T00038,C2520,2024-03-22,Hub USB-C,Informatique,78.92
T00038,C2520,2024-03-22,Clavier mécanique,Informatique,924.22
T00038,C2520,2024-03-22,Tapis de souris XL,Bureau,695.84
T00038,C2520,2024-03-22,Sac à dos PC,Accessoires,625.93
T00038,C2520,2024-03-22,Souris sans fil,Informatique,298.01
T00039,C7176,2024-09-11,Smartphone iPhone,Téléphonie,255.87
T00039,C7176,2024-09-11,Écouteurs True Wireless,Audio,722.57
T00040,C9653,2024-02-18,Câble HDMI 2.1,Accessoires,1241.79
T00040,C9653,2024-02-18,"Écran 27"" 4K",Informatique,46.81
T00040,C9653,2024-02-18,Tapis de souris XL,Bureau,267.37
T00040,C9653,2024-02-18,Clavier sans fil,Informatique,322.26
T00040,C9653,2024-02-18,Souris sans fil,Informatique,543.67
T00041,C3525,2024-08-31,Hub USB-C,Informatique,800.69
T00041,C3525,2024-08-31,"Housse laptop 15""",Accessoires,465.99
T00041,C3525,2024-08-31,Laptop Ultrabook,Informatique,439.96
T00042,C9302,2024-12-04,Batterie externe,Téléphonie,199.35
T00043,C8181,2024-10-07,Imprimante laser,Bureau,547.52
T00043,C8181,2024-10-07,Cartouche toner,Bureau,461.69
T00043,C8181,2024-10-07,Papier A4 500f,Bureau,1117.0
T00044,C7749,2024-11-09,Smartphone Android,Téléphonie,1258.41
T00044,C7749,2024-11-09,Câble Audio optique,Audio,597.05
T00045,C8664,2024-06-12,Tapis de souris XL,Bureau,570.15
T00045,C8664,2024-06-12,"Écran 27"" 4K",Informatique,639.1
T00046,C9263,2024-12-11,Protection écran,Téléphonie,681.51
T00046,C9263,2024-12-11,Chargeur rapide,Téléphonie,638.46
T00046,C9263,2024-12-11,Coque protection,Téléphonie,755.42
T00046,C9263,2024-12-11,Smartphone Android,Téléphonie,898.39
T00046,C9263,2024-12-11,Câble USB-C,Téléphonie,147.68
T00047,C1507,2024-06-16,Écouteurs True Wireless,Audio,419.0
T00048,C2125,2024-11-20,Câble Audio optique,Audio,851.37
T00049,C7565,2024-10-22,Cartouche toner,Bureau,826.9
T00050,C2938,2024-04-29,Nettoyant écran,Accessoires,1244.42
T00051,C4744,2024-06-09,Coque protection,Téléphonie,435.79
T00051,C4744,2024-06-09,Smartphone iPhone,Téléphonie,587.51
T00052,C1461,2024-01-28,Imprimante laser,Bureau,445.98
T00052,C1461,2024-01-28,Cartouche toner,Bureau,1051.59
T00052,C1461,2024-01-28,Papier A4 500f,Bureau,170.4
T00052,C1461,2024-01-28,Câble USB-C,Téléphonie,1261.1
T00053,C5776,2024-01-06,Clavier mécanique,Informatique,245.71
T00053,C5776,2024-01-06,Nettoyant écran,Accessoires,179.05
T00054,C3606,2024-10-25,Câble Audio optique,Audio,825.9
T00055,C2180,2024-07-12,Coque protection,Téléphonie,323.15
T00055,C2180,2024-07-12,Cartouche toner,Bureau,1035.33
T00055,C2180,2024-07-12,Smartphone iPhone,Téléphonie,73.87
T00056,C4071,2024-10-17,Casque HiFi,Audio,858.34
T00056,C4071,2024-10-17,Papier A4 500f,Bureau,569.92
T00056,C4071,2024-10-17,Sac à dos PC,Accessoires,456.49
T00057,C3415,2024-01-15,Imprimante laser,Bureau,178.07
T00057,C3415,2024-01-15,Protection écran,Téléphonie,1267.55
T00057,C3415,2024-01-15,Cartouche toner,Bureau,1129.26
T00057,C3415,2024-01-15,Papier A4 500f,Bureau,1161.37
T00057,C3415,2024-01-15,Câble USB-C,Téléphonie,1152.53
T00058,C7004,2024-07-19,Lecteur carte SD,Accessoires,843.18
T00059,C8155,2024-03-12,"Laptop Pro 15""",Informatique,1102.41
T00059,C8155,2024-03-12,Hub USB-C,Informatique,439.22
T00059,C8155,2024-03-12,Clavier mécanique,Informatique,525.49
T00059,C8155,2024-03-12,Support laptop,Bureau,555.61
T00059,C8155,2024-03-12,Souris sans fil,Informatique,817.11
T00060,C3091,2024-08-12,Câble Audio optique,Audio,794.55
T00060,C3091,2024-08-12,Écouteurs True Wireless,Audio,524.77
T00061,C3977,2024-08-28,Clavier sans fil,Informatique,519.62
T00061,C3977,2024-08-28,"Écran 27"" 4K",Informatique,1064.12
T00062,C9789,2024-05-03,Casque HiFi,Audio,64.0
T00063,C7446,2024-02-09,Hub USB-C,Informatique,1124.96
T00063,C7446,2024-02-09,Enceinte Bluetooth,Audio,735.53
T00064,C2216,2024-04-18,Casque HiFi,Audio,382.02
T00064,C2216,2024-04-18,Batterie externe,Téléphonie,1219.06
T00065,C5993,2024-02-05,Lecteur carte SD,Accessoires,503.36
T00066,C7862,2024-01-23,Cartouche toner,Bureau,838.47
T00066,C7862,2024-01-23,Casque Bluetooth,Informatique,701.24
T00067,C3978,2024-12-24,Coque protection,Téléphonie,784.68
T00067,C3978,2024-12-24,Protection écran,Téléphonie,431.92
T00067,C3978,2024-12-24,Smartphone iPhone,Téléphonie,1016.62
T00068,C5595,2024-02-07,Protection écran,Téléphonie,972.51
T00068,C5595,2024-02-07,Chargeur rapide,Téléphonie,1101.67
T00068,C5595,2024-02-07,Coque protection,Téléphonie,495.1
T00068,C5595,2024-02-07,Smartphone Android,Téléphonie,392.27
T00068,C5595,2024-02-07,Câble USB-C,Téléphonie,1156.49
T00069,C4021,2024-12-01,Cartouche toner,Bureau,618.27
T00069,C4021,2024-12-01,Nettoyant écran,Accessoires,1180.26
T00069,C4021,2024-12-01,Sac à dos PC,Accessoires,478.09
T00070,C5899,2024-01-26,Imprimante laser,Bureau,453.9
T00070,C5899,2024-01-26,Cartouche toner,Bureau,904.2
T00070,C5899,2024-01-26,Papier A4 500f,Bureau,989.05
T00070,C5899,2024-01-26,Câble USB-C,Téléphonie,1109.48
T00071,C8479,2024-12-19,Sac à dos PC,Accessoires,353.65
T00072,C6062,2024-10-09,Papier A4 500f,Bureau,518.14
T00073,C4022,2024-04-29,Coque protection,Téléphonie,1290.97
T00073,C4022,2024-04-29,Smartphone Android,Téléphonie,949.53
T00073,C4022,2024-04-29,Protection écran,Téléphonie,1237.76
T00074,C8590,2024-04-18,"Laptop Pro 15""",Informatique,1173.83
T00074,C8590,2024-04-18,Hub USB-C,Informatique,1059.77
T00074,C8590,2024-04-18,Clavier mécanique,Informatique,601.8
T00074,C8590,2024-04-18,Tapis de souris XL,Bureau,334.48
T00074,C8590,2024-04-18,Sac à dos PC,Accessoires,487.28
T00074,C8590,2024-04-18,Souris sans fil,Informatique,35.99
T00075,C9382,2024-05-16,Casque HiFi,Audio,660.97
T00076,C8240,2024-05-21,Imprimante laser,Bureau,31.57
T00076,C8240,2024-05-21,Cartouche toner,Bureau,680.51
T00076,C8240,2024-05-21,Câble Audio optique,Audio,907.16
T00076,C8240,2024-05-21,Papier A4 500f,Bureau,1224.42
T00077,C9864,2024-08-19,Clavier sans fil,Informatique,143.01
T00077,C9864,2024-08-19,Câble HDMI 2.1,Accessoires,77.05
T00077,C9864,2024-08-19,Tapis de souris XL,Bureau,572.0
T00077,C9864,2024-08-19,"Écran 27"" 4K",Informatique,813.2
T00078,C4767,2024-10-28,Câble HDMI 2.1,Accessoires,889.9
T00079,C6429,2024-11-02,Sac à dos PC,Accessoires,571.22
T00080,C4445,2024-03-21,Chargeur rapide,Téléphonie,74.38
T00080,C4445,2024-03-21,Câble USB-C,Téléphonie,638.01
T00081,C1434,2024-09-05,Clavier sans fil,Informatique,335.18
T00081,C1434,2024-09-05,Enceinte Bluetooth,Audio,544.49
T00082,C6725,2024-03-09,Tapis de souris XL,Bureau,791.77
T00083,C7825,2024-07-04,Câble USB-C,Téléphonie,1059.94
T00084,C3713,2024-01-13,Support laptop,Bureau,191.88
T00084,C3713,2024-01-13,"Laptop Pro 15""",Informatique,42.87
T00084,C3713,2024-01-13,Sac à dos PC,Accessoires,1036.94
T00085,C4546,2024-05-23,Câble HDMI 2.1,Accessoires,224.59
T00085,C4546,2024-05-23,Câble Audio optique,Audio,691.36
T00085,C4546,2024-05-23,"Écran 27"" 4K",Informatique,770.62
T00085,C4546,2024-05-23,Support laptop,Bureau,394.11
T00085,C4546,2024-05-23,Clavier sans fil,Informatique,55.1
T00086,C2592,2024-04-22,Papier A4 500f,Bureau,695.47
T00087,C7472,2024-02-29,Casque HiFi,Audio,566.45
T00088,C2590,2024-08-20,Clavier sans fil,Informatique,834.36
T00088,C2590,2024-08-20,Tapis de souris XL,Bureau,96.52
T00089,C8960,2024-11-06,Clavier mécanique,Informatique,726.71
T00090,C8596,2024-03-03,Lecteur carte SD,Accessoires,580.32
T00091,C2600,2024-06-15,Clavier mécanique,Informatique,425.37
T00091,C2600,2024-06-15,"Laptop Pro 15""",Informatique,728.96
T00091,C2600,2024-06-15,Sac à dos PC,Accessoires,1120.18
T00092,C1793,2024-06-21,Câble HDMI 2.1,Accessoires,1223.28
T00092,C1793,2024-06-21,Multiprise USB,Accessoires,782.22
T00093,C7693,2024-01-27,Hub USB-C,Informatique,125.42
T00093,C7693,2024-01-27,Tapis de souris XL,Bureau,173.05
T00093,C7693,2024-01-27,"Laptop Pro 15""",Informatique,1075.52
T00093,C7693,2024-01-27,Laptop Ultrabook,Informatique,1124.66
T00094,C1011,2024-07-08,Casque HiFi,Audio,930.41
T00094,C1011,2024-07-08,Cartouche toner,Bureau,1128.27
T00094,C1011,2024-07-08,Smartphone iPhone,Téléphonie,65.5
T00095,C6413,2024-02-29,Chargeur rapide,Téléphonie,1110.12
T00095,C6413,2024-02-29,Câble USB-C,Téléphonie,523.16
T00096,C8279,2024-10-11,Enceinte Bluetooth,Audio,1035.65
T00097,C8312,2024-01-21,Coque protection,Téléphonie,13.99
T00097,C8312,2024-01-21,Câble HDMI 2.1,Accessoires,1246.89
T00097,C8312,2024-01-21,Sac à dos PC,Accessoires,773.21
T00098,C6285,2024-11-11,Disque SSD externe,Informatique,1073.8
T00098,C6285,2024-11-11,Câble USB-C,Téléphonie,95.51
T00099,C7611,2024-04-22,Câble Audio optique,Audio,410.97
T00100,C5866,2024-11-09,Imprimante laser,Bureau,859.14
T00100,C5866,2024-11-09,Cartouche toner,Bureau,813.18
T00100,C5866,2024-11-09,Papier A4 500f,Bureau,647.48
T00100,C5866,2024-11-09,Câble USB-C,Téléphonie,282.24
T00101,C6491,2024-11-06,Batterie externe,Téléphonie,613.18
T00101,C6491,2024-11-06,Câble USB-C,Téléphonie,173.99
T00102,C8670,2024-12-21,Nettoyant écran,Accessoires,145.03
T00103,C1800,2024-10-16,"Écran 27"" 4K",Informatique,409.22
T00103,C1800,2024-10-16,Casque Bluetooth,Informatique,1262.0
T00103,C1800,2024-10-16,Câble USB-C,Téléphonie,161.83
T00104,C4257,2024-08-14,Casque HiFi,Audio,1222.87
T00105,C3952,2024-02-10,Papier A4 500f,Bureau,686.44
T00106,C3126,2024-07-09,Support laptop,Bureau,515.02
T00106,C3126,2024-07-09,Imprimante laser,Bureau,409.57
T00106,C3126,2024-07-09,Câble HDMI 2.1,Accessoires,334.17
T00106,C3126,2024-07-09,"Écran 27"" 4K",Informatique,452.6
T00107,C7437,2024-09-07,Lampe de bureau LED,Bureau,257.4
T00108,C3861,2024-10-03,Multiprise USB,Accessoires,589.04
T00109,C9237,2024-08-07,Sac à dos PC,Accessoires,1113.56
T00110,C7227,2024-07-16,Multiprise USB,Accessoires,246.74
T00111,C3567,2024-03-11,Hub USB-C,Informatique,618.72
T00111,C3567,2024-03-11,Clavier mécanique,Informatique,723.85
T00111,C3567,2024-03-11,"Laptop Pro 15""",Informatique,692.83
T00112,C5962,2024-10-26,Câble Audio optique,Audio,1044.63
T00113,C4549,2024-08-18,Imprimante laser,Bureau,1011.23
T00113,C4549,2024-08-18,Adaptateur Jack,Audio,816.68
T00113,C4549,2024-08-18,Casque Bluetooth,Informatique,537.33
T00114,C8180,2024-07-19,Support laptop,Bureau,912.51
T00115,C5381,2024-08-07,Multiprise USB,Accessoires,795.69
T00115,C5381,2024-08-07,Chargeur rapide,Téléphonie,127.29
T00115,C5381,2024-08-07,Nettoyant écran,Accessoires,620.83
T00116,C6452,2024-07-11,Batterie externe,Téléphonie,429.14
T00116,C6452,2024-07-11,Laptop Ultrabook,Informatique,1200.24
T00116,C6452,2024-07-11,Souris sans fil,Informatique,547.9
T00117,C8501,2024-12-16,Clavier mécanique,Informatique,41.06
T00118,C9111,2024-09-26,Cartouche toner,Bureau,868.69
T00119,C4090,2024-03-03,Clavier sans fil,Informatique,190.46
T00119,C4090,2024-03-03,Tapis de souris XL,Bureau,458.86
T00120,C9283,2024-04-16,Écouteurs True Wireless,Audio,669.01
T00121,C1831,2024-08-03,Casque HiFi,Audio,1212.81
T00121,C1831,2024-08-03,Câble Audio optique,Audio,651.32
T00122,C9455,2024-03-18,Clavier mécanique,Informatique,748.59
T00122,C9455,2024-03-18,Papier A4 500f,Bureau,40.55
T00122,C9455,2024-03-18,Tapis de souris XL,Bureau,521.56
T00123,C7655,2024-09-29,Protection écran,Téléphonie,930.77
T00123,C7655,2024-09-29,Smartphone iPhone,Téléphonie,81.55
T00123,C7655,2024-09-29,Casque Bluetooth,Informatique,639.92
T00123,C7655,2024-09-29,Coque protection,Téléphonie,756.44
T00123,C7655,2024-09-29,Câble USB-C,Téléphonie,805.65
T00124,C4087,2024-04-10,Multiprise USB,Accessoires,484.69
T00125,C6467,2024-08-31,Batterie externe,Téléphonie,904.04
T00125,C6467,2024-08-31,Câble USB-C,Téléphonie,1211.47
T00126,C4491,2024-10-13,"Housse laptop 15""",Accessoires,352.21
T00126,C4491,2024-10-13,Laptop Ultrabook,Informatique,747.1
T00126,C4491,2024-10-13,Souris sans fil,Informatique,1162.75
T00127,C6973,2024-07-18,Câble HDMI 2.1,Accessoires,105.5
T00128,C5939,2024-02-10,Casque Bluetooth,Informatique,1102.65
T00129,C2018,2024-06-26,Câble HDMI 2.1,Accessoires,1217.38
T00130,C4657,2024-05-02,Câble HDMI 2.1,Accessoires,1098.45
T00131,C3811,2024-09-19,Multiprise USB,Accessoires,502.81
T00132,C8867,2024-06-28,Lecteur carte SD,Accessoires,566.94
T00133,C7167,2024-08-21,Enceinte Bluetooth,Audio,584.99
T00134,C6101,2024-08-05,Câble Audio optique,Audio,616.43
T00134,C6101,2024-08-05,Multiprise USB,Accessoires,71.73
T00135,C3765,2024-09-01,Lecteur carte SD,Accessoires,582.77
T00135,C3765,2024-09-01,Souris sans fil,Informatique,769.11
T00136,C2711,2024-03-11,Multiprise USB,Accessoires,343.83
T00137,C1008,2024-04-27,Casque Bluetooth,Informatique,542.91
T00137,C1008,2024-04-27,Smartphone iPhone,Téléphonie,605.18
T00138,C4667,2024-03-13,Clavier mécanique,Informatique,297.04
T00139,C9283,2024-09-19,Webcam HD,Informatique,1137.91
T00140,C1299,2024-03-24,Disque SSD externe,Informatique,252.51
T00140,C1299,2024-03-24,Câble USB-C,Téléphonie,377.65
T00141,C2082,2024-10-07,Câble HDMI 2.1,Accessoires,464.79
T00141,C2082,2024-10-07,"Écran 27"" 4K",Informatique,194.32
T00141,C2082,2024-10-07,Tapis de souris XL,Bureau,1201.85
T00141,C2082,2024-10-07,Clavier sans fil,Informatique,143.98
T00141,C2082,2024-10-07,Souris sans fil,Informatique,509.69
T00142,C7768,2024-09-20,Clavier sans fil,Informatique,1101.41
T00142,C7768,2024-09-20,Papier A4 500f,Bureau,407.67
T00142,C7768,2024-09-20,Tapis de souris XL,Bureau,1288.55
T00143,C2897,2024-11-11,Clavier sans fil,Informatique,175.26
T00143,C2897,2024-11-11,Câble HDMI 2.1,Accessoires,299.48
T00143,C2897,2024-11-11,Câble USB-C,Téléphonie,1055.5
T00144,C9948,2024-09-01,Support laptop,Bureau,102.01
T00145,C3779,2024-08-11,Lecteur carte SD,Accessoires,969.71
T00146,C1473,2024-08-04,Lampe de bureau LED,Bureau,38.73
T00147,C2734,2024-09-13,Sac à dos PC,Accessoires,93.7
T00148,C6188,2024-03-02,Tapis de souris XL,Bureau,1083.43
T00148,C6188,2024-03-02,Souris sans fil,Informatique,430.56
T00149,C1944,2024-08-14,"Laptop Pro 15""",Informatique,130.96
T00149,C1944,2024-08-14,Hub USB-C,Informatique,859.9
T00149,C1944,2024-08-14,Casque Bluetooth,Informatique,418.22
T00149,C1944,2024-08-14,Support laptop,Bureau,976.41
T00149,C1944,2024-08-14,Souris sans fil,Informatique,185.54
T00150,C3615,2024-12-10,Sac à dos PC,Accessoires,58.31
T00151,C3840,2024-07-24,Protection écran,Téléphonie,261.82
T00152,C4871,2024-08-26,"Laptop Pro 15""",Informatique,1234.03
T00152,C4871,2024-08-26,Câble HDMI 2.1,Accessoires,434.11
T00153,C4260,2024-04-15,Imprimante laser,Bureau,1294.94
T00153,C4260,2024-04-15,Cartouche toner,Bureau,355.18
T00153,C4260,2024-04-15,Lecteur carte SD,Accessoires,1107.26
T00153,C4260,2024-04-15,Papier A4 500f,Bureau,223.3
T00153,C4260,2024-04-15,Câble USB-C,Téléphonie,952.69
T00154,C6758,2024-07-11,Batterie externe,Téléphonie,1274.39
T00155,C8816,2024-03-11,"Housse laptop 15""",Accessoires,42.15
T00155,C8816,2024-03-11,Tapis de souris XL,Bureau,788.36
T00156,C8000,2024-10-25,Support laptop,Bureau,1114.1
T00157,C4722,2024-09-25,Chargeur rapide,Téléphonie,196.96
T00157,C4722,2024-09-25,Batterie externe,Téléphonie,644.24
T00157,C4722,2024-09-25,Câble USB-C,Téléphonie,517.73
T00158,C8008,2024-12-05,Cartouche toner,Bureau,305.09
T00159,C5407,2024-09-20,Clavier sans fil,Informatique,591.99
T00159,C5407,2024-09-20,Tapis de souris XL,Bureau,757.08
T00160,C8611,2024-10-26,Adaptateur Jack,Audio,1128.51
T00161,C3808,2024-06-17,Cartouche toner,Bureau,346.99
T00161,C3808,2024-06-17,Câble HDMI 2.1,Accessoires,941.46
T00161,C3808,2024-06-17,Câble USB-C,Téléphonie,424.15
T00162,C5559,2024-08-31,Multiprise USB,Accessoires,208.52
T00163,C1793,2024-10-12,Écouteurs True Wireless,Audio,245.36
T00163,C1793,2024-10-12,Sac à dos PC,Accessoires,977.4
T00164,C2620,2024-02-22,Webcam HD,Informatique,925.03
T00165,C5308,2024-12-25,Souris sans fil,Informatique,535.67
T00165,C5308,2024-12-25,Câble HDMI 2.1,Accessoires,918.76
T00165,C5308,2024-12-25,Tapis de souris XL,Bureau,302.36
T00165,C5308,2024-12-25,"Écran 27"" 4K",Informatique,1035.1
T00166,C1548,2024-03-21,Tapis de souris XL,Bureau,465.66
T00166,C1548,2024-03-21,Souris sans fil,Informatique,631.83
T00167,C8903,2024-02-28,Webcam HD,Informatique,618.95
T00167,C8903,2024-02-28,Clavier mécanique,Informatique,910.1
T00167,C8903,2024-02-28,Casque Bluetooth,Informatique,568.98
T00168,C9802,2024-07-22,Protection écran,Téléphonie,285.68
T00168,C9802,2024-07-22,Smartphone iPhone,Téléphonie,17.38
T00169,C4260,2024-05-22,Hub USB-C,Informatique,975.33
T00170,C4371,2024-11-28,Webcam HD,Informatique,270.9
T00170,C4371,2024-11-28,Casque Bluetooth,Informatique,1246.2
T00171,C7556,2024-03-04,Clavier mécanique,Informatique,1191.98
T00172,C3517,2024-07-21,Protection écran,Téléphonie,119.53
T00173,C2096,2024-06-22,Coque protection,Téléphonie,21.26
T00174,C8061,2024-01-21,Cartouche toner,Bureau,666.16
T00175,C2596,2024-11-24,"Housse laptop 15""",Accessoires,495.71
T00175,C2596,2024-11-24,Tapis de souris XL,Bureau,921.64
T00176,C9509,2024-05-08,Webcam HD,Informatique,335.31
T00176,C9509,2024-05-08,Casque Bluetooth,Informatique,33.82
T00177,C4696,2024-09-17,"Housse laptop 15""",Accessoires,841.1
T00178,C8327,2024-03-10,Adaptateur Jack,Audio,96.01
T00178,C8327,2024-03-10,Câble Audio optique,Audio,1224.68
T00178,C8327,2024-03-10,Chargeur rapide,Téléphonie,1281.36
T00179,C6643,2024-12-19,Câble Audio optique,Audio,223.88
T00180,C6541,2024-12-01,Protection écran,Téléphonie,705.21
T00180,C6541,2024-12-01,Chargeur rapide,Téléphonie,1011.0
T00181,C8970,2024-10-07,Imprimante laser,Bureau,340.1
T00181,C8970,2024-10-07,Webcam HD,Informatique,338.12
T00181,C8970,2024-10-07,Casque Bluetooth,Informatique,1233.08
T00182,C2772,2024-04-05,Écouteurs True Wireless,Audio,940.95
T00183,C3835,2024-07-10,Clavier mécanique,Informatique,869.05
T00184,C9498,2024-01-04,Câble Audio optique,Audio,1240.52
T00184,C9498,2024-01-04,Enceinte Bluetooth,Audio,175.65
T00185,C8321,2024-03-20,Coque protection,Téléphonie,662.48
T00186,C1058,2024-06-17,Coque protection,Téléphonie,247.42
T00186,C1058,2024-06-17,Smartphone Android,Téléphonie,147.12
T00186,C1058,2024-06-17,Protection écran,Téléphonie,1259.35
T00186,C1058,2024-06-17,Chargeur rapide,Téléphonie,267.27
T00187,C3852,2024-01-03,Cartouche toner,Bureau,339.17
T00187,C3852,2024-01-03,Écouteurs True Wireless,Audio,663.08
T00188,C8430,2024-09-21,Tapis de souris XL,Bureau,1157.11
T00188,C8430,2024-09-21,Souris sans fil,Informatique,848.95
T00189,C5001,2024-11-23,Lampe de bureau LED,Bureau,527.72
T00190,C2650,2024-12-17,Clavier sans fil,Informatique,718.95
T00190,C2650,2024-12-17,Tapis de souris XL,Bureau,135.15
T00191,C6894,2024-03-20,Câble Audio optique,Audio,882.62
T00192,C2326,2024-08-29,Coque protection,Téléphonie,79.03
T00192,C2326,2024-08-29,Câble Audio optique,Audio,655.7
T00192,C2326,2024-08-29,Câble HDMI 2.1,Accessoires,493.27
T00193,C4332,2024-08-19,Disque SSD externe,Informatique,371.61
T00193,C4332,2024-08-19,Câble USB-C,Téléphonie,727.67
T00194,C9053,2024-04-22,Sac à dos PC,Accessoires,183.2
T00195,C2301,2024-03-19,Tapis de souris XL,Bureau,1233.95
T00196,C5299,2024-01-17,Sac à dos PC,Accessoires,149.31
T00197,C8881,2024-01-17,"Housse laptop 15""",Accessoires,120.52
T00197,C8881,2024-01-17,"Laptop Pro 15""",Informatique,1259.72
T00197,C8881,2024-01-17,Support laptop,Bureau,59.77
T00197,C8881,2024-01-17,Laptop Ultrabook,Informatique,981.24
T00197,C8881,2024-01-17,Souris sans fil,Informatique,686.81
T00198,C3105,2024-03-20,Enceinte Bluetooth,Audio,947.02
T00199,C8137,2024-05-14,Support laptop,Bureau,1183.27
T00200,C7764,2024-12-06,Coque protection,Téléphonie,710.86
T00200,C7764,2024-12-06,Protection écran,Téléphonie,139.11
